# 100-row sample of RT_IOT2022.csv (RT-IoT2022, UCI).
,id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type
31,46467,1883,tcp,mqtt,32.064581,9,5,3,3,0.280684,0.155935,0.436619,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,246.047974,29783406.972885,32064581.155777004,4008072.644472,10422020.585082,1680.135727,1495639.08577,2019788.980484,504947.245121,671699.2375729999,246.047974,29783406.972885,32064581.155777004,2466506.242752,8214598.7727649985,3.368202,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2281174.182892,2281174.182892,2281174.182892,2281174.182892,0.0,29783406.972885,29783406.972885,29783406.972885,29783406.972885,0.0,64240,26847,502,MQTT_Publish
32,33649,1883,tcp,mqtt,32.083967,9,5,3,3,0.280514,0.155841,0.436355,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,275.850296,29791519.165039007,32083966.970444,4010495.8713050005,10425046.608618,2714.8723600000008,1541059.970856,2042721.986771,510680.496693,696699.142162,275.850296,29791519.165039007,32083966.970444,2467997.459265,8217134.293426,3.366167,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2292447.805405,2292447.805405,2292447.805405,2292447.805405,0.0,29791519.165039007,29791519.165039007,29791519.165039007,29791519.165039007,0.0,64240,26847,502,MQTT_Publish
33,35111,1883,tcp,mqtt,31.968878000000004,9,5,3,3,0.281524,0.156402,0.437926,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,233.888626,29870038.032532,31968878.030777004,3996109.753847,10464997.844039,4876.13678,1592236.0420229996,1928406.000137,482101.500034,744008.419463,233.888626,29870038.032532,31968878.030777004,2459144.4639060004,8244926.874026,3.378286,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2098839.998245,2098839.998245,2098839.998245,2098839.998245,0.0,29870038.032532,29870038.032532,29870038.032532,29870038.032532,0.0,64240,26847,502,MQTT_Publish
34,52071,1883,tcp,mqtt,31.922717,9,5,3,3,0.281931,0.156628,0.438559,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,258.922577,29889089.107513,31922717.094421007,3990339.636803,10475357.447129,8301.019669,1588390.1119229996,1888382.911682,472095.727921,747017.754795,258.922577,29889089.107513,31922717.094421007,2455593.622648,8251883.156677,3.383171,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2033627.986908,2033627.986908,2033627.986908,2033627.986908,0.0,29889089.107513,29889089.107513,29889089.107513,29889089.107513,0.0,64240,26847,502,MQTT_Publish
35,60995,1883,tcp,mqtt,32.052456,9,5,3,3,0.28079,0.155994,0.436784,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,240.802765,29787029.981613,32052455.9021,4006556.987762,10424540.500337,2333.164215,1515519.857407,2015694.856644,503923.714161,684342.5847359999,240.802765,29787029.981613,32052455.9021,2465573.530931,8216274.1199710015,3.369477,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2265425.920486,2265425.920486,2265425.920486,2265425.920486,0.0,29787029.981613,29787029.981613,29787029.981613,29787029.981613,0.0,64240,26847,502,MQTT_Publish
36,50751,1883,tcp,mqtt,31.897988,9,5,3,3,0.282149,0.15675,0.438899,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,250.816345,29863275.051117,31897988.080978,3987248.510122,10465837.341214,3068.208694,1571888.923645,1878892.89856,469723.22464,738122.185334,250.816345,29863275.051117,31897988.080978,2453691.390844,8244449.142099,3.385793,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2034713.029861,2034713.029861,2034713.029861,2034713.029861,0.0,29863275.051117,29863275.051117,29863275.051117,29863275.051117,0.0,64240,26847,502,MQTT_Publish
37,38745,1883,tcp,mqtt,32.075677,9,5,3,3,0.280586,0.155881,0.436468,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,346.8990330000001,29814059.019089,32075676.91803,4009459.614754,10433198.821393,4099.13063,1454874.992371,1993715.047836,498428.761959,649597.576957,346.8990330000001,29814059.019089,32075676.91803,2467359.762925,8223043.2188559985,3.3670370000000003,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2261617.898941,2261617.898941,2261617.898941,2261617.898941,0.0,29814059.019089,29814059.019089,29814059.019089,29814059.019089,0.0,64240,26847,502,MQTT_Publish
38,49185,1883,tcp,mqtt,31.89725,9,5,3,3,0.282156,0.156753,0.438909,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,256.061554,29851208.925247,31897249.937057,3987156.242132,10460563.561959,4608.154297,1557300.806046,1885198.8315580003,471299.70789,727776.1202649998,256.061554,29851208.925247,31897249.937057,2453634.610543,8240532.695617,3.385872,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2046041.01181,2046041.01181,2046041.01181,2046041.01181,0.0,29851208.925247,29851208.925247,29851208.925247,29851208.925247,0.0,64240,26847,502,MQTT_Publish
39,47295,1883,tcp,mqtt,31.933631,9,5,3,3,0.281835,0.156575,0.438409,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,247.001648,29848643.064499,31933630.943298,3991703.867912,10457892.450462,4091.024399,1580502.986908,1912322.044373,478080.511093,738804.3863,247.001648,29848643.064499,31933630.943298,2456433.149484,8239119.619429,3.382014,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2084987.878799,2084987.878799,2084987.878799,2084987.878799,0.0,29848643.064499,29848643.064499,29848643.064499,29848643.064499,0.0,64240,26847,502,MQTT_Publish
40,60745,1883,tcp,mqtt,31.907554,9,5,3,3,0.282065,0.156703,0.4387680000000001,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,242.948532,29869238.853455,31907553.911209,3988444.238901,10468255.49034,4034.996033,1601289.9875639996,1892401.93367,473100.4834180001,755002.242062,242.948532,29869238.853455,31907553.911209,2454427.223939,8246386.173934,3.384778,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2038315.057755,2038315.057755,2038315.057755,2038315.057755,0.0,29869238.853455,29869238.853455,29869238.853455,29869238.853455,0.0,64240,26847,502,MQTT_Publish
41,53237,1883,tcp,mqtt,31.929395,9,5,3,3,0.281872,0.156596,0.438467,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,226.974487,29867969.989777,31929395.198821995,3991174.399853,10466124.997255,68.902969,1579878.091812,1903276.205063,475819.051266,739971.969312,68.902969,29867969.989777,31929395.198821995,2456107.322986,8245147.017361,3.382463,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2061425.209045,2061425.209045,2061425.209045,2061425.209045,0.0,29867969.989777,29867969.989777,29867969.989777,29867969.989777,0.0,64240,26847,502,MQTT_Publish
42,42637,1883,tcp,mqtt,32.028281,9,5,3,3,0.281002,0.156112,0.4371140000000001,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,279.903412,29773945.808411,32028280.973434,4003535.121679,10420191.100556,4489.183426,1497854.948044,2002111.911774,500527.977943,674874.340439,279.903412,29773945.808411,32028280.973434,2463713.921033,8212678.692758,3.37202,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2254335.165024,2254335.165024,2254335.165024,2254335.165024,0.0,29773945.808411,29773945.808411,29773945.808411,29773945.808411,0.0,64240,26847,502,MQTT_Publish
43,34219,1883,tcp,mqtt,32.099096,9,5,3,3,0.280382,0.15576800000000002,0.436149,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,252.962112,29823278.903961,32099096.059799,4012387.007475,10436589.560929,2545.833588,1506481.88591,2019572.973251,504893.243313,678271.1778930001,252.962112,29823278.903961,32099096.059799,2469161.235369,8225921.868185,3.364581,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2275817.155838,2275817.155838,2275817.155838,2275817.155838,0.0,29823278.903961,29823278.903961,29823278.903961,29823278.903961,0.0,64240,26847,502,MQTT_Publish
44,41975,1883,tcp,mqtt,31.98821,9,5,3,3,0.281354,0.156308,0.437661,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,472.068787,29909020.900726,31988209.962845,3998526.245356,10479437.527994,6796.121597,1571250.915527,1906555.891037,476638.972759,733513.003978,472.068787,29909020.900726,31988209.962845,2460631.535603,8255919.356694,3.376244,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2079189.062119,2079189.062119,2079189.062119,2079189.062119,0.0,29909020.900726,29909020.900726,29909020.900726,29909020.900726,0.0,64240,26847,502,MQTT_Publish
45,33293,1883,tcp,mqtt,32.125743,9,5,3,3,0.280149,0.155638,0.435788,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,273.942947,29802966.833115004,32125742.912292,4015717.864037,10427072.466791,6808.042526,1523252.010345,2056303.024292,514075.756073,683552.448997,273.942947,29802966.833115004,32125742.912292,2471210.993253,8219293.582278999,3.36179,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2322776.079178,2322776.079178,2322776.079178,2322776.079178,0.0,29802966.833115004,29802966.833115004,29802966.833115004,29802966.833115004,0.0,64240,26847,502,MQTT_Publish
46,35285,1883,tcp,mqtt,32.074138,9,5,3,3,0.2806,0.155889,0.436489,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,518.083572,29795946.836472,32074137.926102,4009267.240763,10426684.113799,2654.075623,1499743.938446,2018791.913986,504697.978497,674213.740346,518.083572,29795946.836472,32074137.926102,2467241.3789310004,8218200.189261,3.367199,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2278191.08963,2278191.08963,2278191.08963,2278191.08963,0.0,29795946.836472,29795946.836472,29795946.836472,29795946.836472,0.0,64240,26847,502,MQTT_Publish
47,52561,1883,tcp,mqtt,32.096686,9,5,3,3,0.280403,0.155779,0.436182,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,249.862671,29803354.024887,32096686.124802,4012085.7656,10429259.859073,495.9106450000001,1541275.024414,2041604.995728,510401.248932,697234.649715,249.862671,29803354.024887,32096686.124802,2468975.855754,8220458.704975,3.364833,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2293332.099915,2293332.099915,2293332.099915,2293332.099915,0.0,29803354.024887,29803354.024887,29803354.024887,29803354.024887,0.0,64240,26847,502,MQTT_Publish
48,42461,1883,tcp,mqtt,31.984844,9,5,3,3,0.281383,0.156324,0.437707,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,253.915787,29897463.083267,31984844.207764,3998105.52597,10476356.788081,3874.778748,1636828.1841280004,1939640.99884,484910.24971000006,771007.292496,253.915787,29897463.083267,31984844.207764,2460372.631366,8253584.354672,3.376599,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2087381.124496,2087381.124496,2087381.124496,2087381.124496,0.0,29897463.083267,29897463.083267,29897463.083267,29897463.083267,0.0,64240,26847,502,MQTT_Publish
49,33775,1883,tcp,mqtt,32.086841,9,5,3,3,0.280489,0.155827,0.436316,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,253.200531,29795991.897583,32086841.106415004,4010855.138302,10426801.449412,3159.999847,1543543.100357,2042226.076126,510556.519032,698244.2858770001,253.200531,29795991.897583,32086841.106415004,2468218.546647,8218486.2664600015,3.3658660000000005,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2290849.208832,2290849.208832,2290849.208832,2290849.208832,0.0,29795991.897583,29795991.897583,29795991.897583,29795991.897583,0.0,64240,26847,502,MQTT_Publish
50,49599,1883,tcp,mqtt,31.983325,9,5,3,3,0.28139699999999995,0.156331,0.437728,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,261.068344,29889672.040939003,31983325.004578,3997915.625572,10473075.210044,3450.155258,1629500.150681,1940710.067749,485177.516937,766171.759142,261.068344,29889672.040939003,31983325.004578,2460255.7695830003,8251133.9757630015,3.37676,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2093652.963638,2093652.963638,2093652.963638,2093652.963638,0.0,29889672.040939003,29889672.040939003,29889672.040939003,29889672.040939003,0.0,64240,26847,502,MQTT_Publish
51,51113,1883,tcp,mqtt,32.080402,9,5,3,3,0.280545,0.155858,0.436404,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,237.941742,29790796.995163,32080401.89743,4010050.237179,10424992.227935,1738.0714420000004,1540699.958801,2041382.074356,510345.518589,696760.192368,156.879425,29790796.995163,32080401.89743,2467723.222879,8217042.975983,3.366541,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2289604.902267,2289604.902267,2289604.902267,2289604.902267,0.0,29790796.995163,29790796.995163,29790796.995163,29790796.995163,0.0,64240,26847,502,MQTT_Publish
52,56617,1883,tcp,mqtt,32.068661,9,5,3,3,0.280648,0.155915,0.436563,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,256.77681,29787762.880325,32068660.974503007,4008582.621813,10423675.48253,4024.982452,1502051.830292,2021719.932556,505429.983139,675101.363592,256.77681,29787762.880325,32068660.974503007,2466820.074962,8215888.401675999,3.367774,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2280898.094177,2280898.094177,2280898.094177,2280898.094177,0.0,29787762.880325,29787762.880325,29787762.880325,29787762.880325,0.0,64240,26847,502,MQTT_Publish
53,56301,1883,tcp,mqtt,31.964128,9,5,3,3,0.281566,0.156425,0.437991,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,241.041183,29757014.989853,31964128.017426006,3995516.002178,10421632.185132,3773.927689,1716547.966003,2034918.785095,508729.696274,808460.4455350002,241.041183,29757014.989853,31964128.017426006,2458779.078264,8212708.774991998,3.378788,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2207113.027573,2207113.027573,2207113.027573,2207113.027573,0.0,29757014.989853,29757014.989853,29757014.989853,29757014.989853,0.0,64240,26847,502,MQTT_Publish
54,38505,1883,tcp,mqtt,31.975608,9,5,3,3,0.281465,0.156369,0.437834,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,253.915787,29885917.901993,31975608.110428,3996951.013803,10472080.236636,817.060471,1632269.859314,1936343.90831,484085.977077,768755.806231,253.915787,29885917.901993,31975608.110428,2459662.162341,8250277.073586,3.377575,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2089690.208435,2089690.208435,2089690.208435,2089690.208435,0.0,29885917.901993,29885917.901993,29885917.901993,29885917.901993,0.0,64240,26847,502,MQTT_Publish
55,39223,1883,tcp,mqtt,31.783246,9,5,3,3,0.283168,0.157316,0.440484,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,255.823135,29569719.076157,31783246.040344,3972905.755043,10349677.675885,2003.192902,1459949.970245,1965032.8159330003,491258.203983,656424.9754689999,229.120255,29569719.076157,31783246.040344,2444865.080026,8156660.744508,3.398017,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2213526.964188,2213526.964188,2213526.964188,2213526.964188,0.0,29569719.076157,29569719.076157,29569719.076157,29569719.076157,0.0,64240,26847,502,MQTT_Publish
56,60201,1883,tcp,mqtt,32.004644,9,5,3,3,0.28120900000000004,0.156227,0.437437,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,249.862671,29768297.195435,32004644.155502006,4000580.519438,10418691.542265,2897.977829,1468240.976334,1980500.936508,495125.234127,659512.595895,249.862671,29768297.195435,32004644.155502006,2461895.704269,8211199.020016002,3.249528,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2236346.960068,2236346.960068,2236346.960068,2236346.960068,0.0,29768297.195435,29768297.195435,29768297.195435,29768297.195435,0.0,64240,26847,502,MQTT_Publish
57,57109,1883,tcp,mqtt,32.041896,9,5,3,3,0.280882,0.156046,0.436928,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,241.041183,29763087.9879,32041895.866394,4005236.983299,10414868.062204,2266.88385,1489371.061325,2016650.915146,504162.728786,668165.207651,195.980072,29763087.9879,32041895.866394,2464761.220492,8208945.420167,3.245751,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2278807.878494,2278807.878494,2278807.878494,2278807.878494,0.0,29763087.9879,29763087.9879,29763087.9879,29763087.9879,0.0,64240,26847,502,MQTT_Publish
58,32865,1883,tcp,mqtt,32.176053,9,5,3,3,0.279711,0.155395,0.4351060000000001,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,400.781631,29878261.804581,32176052.808762,4022006.601095,10455055.243011,2165.794373,1517605.781555,2036203.861237,509050.965309,683128.673453,400.781631,29878261.804581,32176052.808762,2475080.985289,8240791.025825,3.232217,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2297791.004181,2297791.004181,2297791.004181,2297791.004181,0.0,29878261.804581,29878261.804581,29878261.804581,29878261.804581,0.0,64240,26847,502,MQTT_Publish
59,58743,1883,tcp,mqtt,32.085947,9,5,3,3,0.280497,0.155831,0.436328,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,391.00647,29816497.802734,32085946.798325,4010743.3497910006,10433930.576277,3830.909729,1471663.951874,2003417.015076,500854.253769,658722.246963,391.00647,29816497.802734,32085946.798325,2468149.753717,8223745.927687,3.36596,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2269448.99559,2269448.99559,2269448.99559,2269448.99559,0.0,29816497.802734,29816497.802734,29816497.802734,29816497.802734,0.0,64240,26847,502,MQTT_Publish
60,59577,1883,tcp,mqtt,31.851752,9,5,3,3,0.282559,0.156977,0.439536,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,282.049179,29722827.911377,31851752.04277,3981469.005346,10412058.747683,1031.87561,1627964.019775,1962239.980698,490559.995174,762277.565235,282.049179,29722827.911377,31851752.04277,2450134.772521,8203912.520022999,3.265127,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2128924.131393,2128924.131393,2128924.131393,2128924.131393,0.0,29722827.911377,29722827.911377,29722827.911377,29722827.911377,0.0,64240,26847,502,MQTT_Publish
61,48921,1883,tcp,mqtt,32.06554000000001,9,5,3,3,0.280675,0.155931,0.4366060000000001,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,252.008438,29791335.105896004,32065540.075302,4008192.509413,10425434.439883,1452.922821,1509459.972382,2021775.960922,505443.99023100006,679967.575267,252.008438,29791335.105896004,32065540.075302,2466580.005792,8217129.2129,3.243357,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2274204.9694060003,2274204.9694060003,2274204.9694060003,2274204.9694060003,0.0,29791335.105896004,29791335.105896004,29791335.105896004,29791335.105896004,0.0,64240,26847,502,MQTT_Publish
62,44665,1883,tcp,mqtt,32.089886,9,5,3,3,0.280462,0.15581199999999998,0.436275,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,421.04721100000006,29795188.903809004,32089885.950089,4011235.743761,10426268.235877,1859.903336,1542685.985565,2044577.121735,511144.280434,697573.254096,87.976456,29795188.903809004,32089885.950089,2468452.765391,8218139.122989,3.240897,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2294697.04628,2294697.04628,2294697.04628,2294697.04628,0.0,29795188.903809004,29795188.903809004,29795188.903809004,29795188.903809004,0.0,64240,26847,502,MQTT_Publish
63,54621,1883,tcp,mqtt,32.161187,9,5,3,3,0.27984000000000003,0.155467,0.435307,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,277.042389,29883947.134018,32161186.933517,4020148.36669,10457875.692445,3875.97084,1502607.822418,2019242.763519,504810.69088,675764.706564,277.042389,29883947.134018,32161186.933517,2473937.456424,8242645.021611,3.358085,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2277239.7995,2277239.7995,2277239.7995,2277239.7995,0.0,29883947.134018,29883947.134018,29883947.134018,29883947.134018,0.0,64240,26847,502,MQTT_Publish
64,54277,1883,tcp,mqtt,32.106784999999995,9,5,3,3,0.28031500000000004,0.15573,0.436045,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,0,0,0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,235.795975,29921494.007111,32106784.820557,4013348.10257,10479621.679785,72.002411,1657712.936401,2010991.811752,502747.952938,774460.613242,72.002411,29921494.007111,32106784.820557,2469752.678504,8257898.3003130015,3.239191,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2185290.813446,2185290.813446,2185290.813446,2185290.813446,0.0,29921494.007111,29921494.007111,29921494.007111,29921494.007111,0.0,64240,26847,502,MQTT_Publish
